transaction_id,order_id,order_date,ship_date,ship_mode,order_priority,customer_id,customer_name,segment,product_id,product_name,category,sub_category,market,region,country,state,city,sales,profit,quantity,discount,shipping_cost
507,US-2014-107671,2014-10-17,2014-10-19,"First Class",High,KD-166153,"Ken Dana",Corporate,OFF-FA-10000713,"Stockwell Clamps, 12 Pack","Office Supplies",Fasteners,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",45.00,-20.26,6,0.00,9.83
510,US-2014-133760,2014-11-22,2014-11-24,"Second Class",High,CA-119653,"Carol Adams",Corporate,OFF-AR-10000493,"Boston Pencil Sharpener, Fluorescent","Office Supplies",Art,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",12.00,-4.06,1,0.00,0.84
511,US-2011-166002,2011-03-08,2011-03-11,"First Class",High,MS-177103,"Maurice Satty",Consumer,OFF-FA-10002453,"Stockwell Thumb Tacks, Bulk Pack","Office Supplies",Fasteners,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",16.00,-0.86,3,0.00,4.07
512,US-2011-133781,2011-09-07,2011-09-07,"Same Day",Critical,CA-127753,"Cynthia Arntzen",Consumer,OFF-FA-10003929,"Accos Rubber Bands, 12 Pack","Office Supplies",Fasteners,LATAM,South,Argentina,Chaco,Resistencia,19.00,-4.25,3,0.00,8.14
513,US-2011-104024,2011-09-14,2011-09-16,"Second Class",High,CC-121453,"Charles Crestani",Consumer,OFF-AR-10002583,"BIC Markers, Fluorescent","Office Supplies",Art,LATAM,South,Argentina,"Entre Ríos",Paraná,78.00,-41.47,7,0.00,6.61
514,US-2011-105851,2011-09-16,2011-09-16,"Same Day",High,JC-153403,"Jasper Cacioppo",Consumer,OFF-FA-10001401,"OIC Staples, 12 Pack","Office Supplies",Fasteners,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",13.00,-6.70,3,0.00,2.57
518,US-2012-111269,2012-08-22,2012-08-22,"Same Day",High,JL-151303,"Jack Lebron",Consumer,OFF-PA-10001708,"Green Bar Note Cards, Premium","Office Supplies",Paper,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",37.00,-11.88,3,0.00,7.91
521,US-2012-105613,2012-09-04,2012-09-06,"Second Class",Medium,PF-191653,"Philip Fox",Consumer,OFF-LA-10002980,"Harbour Creations Shipping Labels, Alphabetical","Office Supplies",Labels,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",9.00,-4.82,2,0.00,0.33
523,US-2012-140004,2012-09-17,2012-09-17,"Same Day",Critical,JK-156253,"Jim Karlsson",Consumer,OFF-EN-10000761,"Jiffy Peel and Seal, with clear poly window","Office Supplies",Envelopes,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",47.00,-16.50,5,0.00,16.90
524,US-2012-153353,2012-09-18,2012-09-20,"First Class",Critical,CC-122203,"Chris Cortes",Consumer,OFF-SU-10004316,"Elite Shears, High Speed","Office Supplies",Supplies,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",56.00,-35.75,3,0.00,8.93
533,US-2013-116722,2013-03-05,2013-03-07,"First Class",High,DL-128653,"Dan Lawera",Consumer,OFF-SU-10003236,"Fiskars Scissors, High Speed","Office Supplies",Supplies,LATAM,South,Argentina,Jujuy,"San Salvador de Jujuy",19.00,-8.35,2,0.00,4.46
535,US-2013-149930,2013-03-13,2013-03-13,"Same Day",Medium,JH-159853,"Joseph Holt",Consumer,OFF-EN-10000139,"Ames Manila Envelope, Recycled","Office Supplies",Envelopes,LATAM,South,Argentina,Mendoza,Mendoza,75.00,-28.83,8,0.00,3.03
558,US-2013-130631,2013-09-16,2013-09-21,"Second Class",Medium,SW-202753,"Scott Williamson",Consumer,OFF-ST-10003089,"Tenex Lockers, Industrial","Office Supplies",Storage,LATAM,South,Argentina,Chaco,Resistencia,409.00,20.46,5,0.00,29.00
537,US-2013-130631,2013-09-16,2013-09-21,"Second Class",Medium,SW-202753,"Scott Williamson",Consumer,OFF-PA-10002219,"SanDisk Parchment Paper, Multicolor","Office Supplies",Paper,LATAM,South,Argentina,Chaco,Resistencia,65.00,8.53,9,0.00,6.27
536,US-2013-130631,2013-09-16,2013-09-21,"Second Class",Medium,SW-202753,"Scott Williamson",Consumer,OFF-PA-10000318,"Enermax Message Books, Multicolor","Office Supplies",Paper,LATAM,South,Argentina,Chaco,Resistencia,67.00,-16.77,7,0.00,5.73
541,MX-2014-153269,2014-05-19,2014-05-22,"First Class",High,MC-172753,"Marc Crier",Consumer,OFF-EN-10000338,"Kraft Mailers, Recycled","Office Supplies",Envelopes,LATAM,South,Argentina,"Santa Fe",Rosario,44.00,7.26,3,0.00,7.50
544,US-2014-117828,2014-07-26,2014-07-26,"Same Day",High,CS-123553,"Christine Sundaresam",Consumer,OFF-PA-10001972,"Eaton Message Books, Premium","Office Supplies",Paper,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",41.00,-8.24,5,0.00,8.35
561,US-2014-126550,2014-06-09,2014-06-12,"First Class",High,FP-143203,"Frank Preis",Consumer,OFF-ST-10004412,"Smead Shelving, Wire Frame","Office Supplies",Storage,LATAM,South,Argentina,Córdoba,Córdoba,96.00,-56.00,5,0.00,15.05
445,US-2011-111997,2011-11-28,2011-12-04,"Standard Class",Low,PF-191653,"Philip Fox",Consumer,FUR-CH-10004736,"Novimex Bag Chairs, Adjustable",Furniture,Chairs,LATAM,South,Argentina,Salta,Salta,78.00,-29.76,4,0.00,9.28
569,US-2012-145849,2012-07-31,2012-08-07,"Standard Class",Low,EB-137053,"Ed Braxton",Corporate,OFF-SU-10001851,"Stiletto Ruler, Steel","Office Supplies",Supplies,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",23.00,-3.47,4,0.00,0.55
568,US-2012-145849,2012-07-31,2012-08-07,"Standard Class",Low,EB-137053,"Ed Braxton",Corporate,OFF-FA-10000522,"Stockwell Thumb Tacks, 12 Pack","Office Supplies",Fasteners,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",35.00,-12.40,7,0.00,2.97
567,US-2012-145849,2012-07-31,2012-08-07,"Standard Class",Low,EB-137053,"Ed Braxton",Corporate,FUR-CH-10002291,"Hon Bag Chairs, Set of Two",Furniture,Chairs,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",133.00,-24.36,7,0.00,13.12
570,MX-2012-154151,2012-10-02,2012-10-09,"Standard Class",Low,JM-156553,"Jim Mitchum",Corporate,FUR-FU-10000516,"Advantus Clock, Duo Pack",Furniture,Furnishings,LATAM,South,Argentina,"Provincia de Buenos Aires","Bahía Blanca",103.00,13.70,5,0.00,9.37
571,US-2013-156790,2013-03-20,2013-03-26,"Standard Class",Low,CS-124603,"Chuck Sachs",Consumer,FUR-CH-10003077,"SAFCO Bag Chairs, Adjustable",Furniture,Chairs,LATAM,South,Argentina,Córdoba,Córdoba,62.00,-0.02,3,0.00,4.70
572,US-2014-157511,2014-02-18,2014-02-25,"Standard Class",Low,RB-193303,"Randy Bradley",Consumer,OFF-SU-10004095,"Fiskars Shears, Serrated","Office Supplies",Supplies,LATAM,South,Argentina,Córdoba,Córdoba,53.00,-2.71,3,0.00,9.10
573,US-2014-104773,2014-06-30,2014-07-07,"Standard Class",Low,BW-112003,"Ben Wallace",Consumer,OFF-SU-10000066,"Acme Box Cutter, Serrated","Office Supplies",Supplies,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",83.00,-11.04,6,0.00,7.66
574,US-2014-166394,2014-08-13,2014-08-20,"Standard Class",Low,SB-202903,"Sean Braxton",Corporate,OFF-LA-10002469,"Harbour Creations Shipping Labels, Laser Printer Compatible","Office Supplies",Labels,LATAM,South,Argentina,"San Juan","San Juan",28.00,-5.14,6,0.00,2.64
575,MX-2014-153899,2014-08-20,2014-08-27,"Standard Class",Low,CM-121903,"Charlotte Melton",Consumer,OFF-EN-10004410,"GlobeWeis Mailers, Security-Tint","Office Supplies",Envelopes,LATAM,South,Argentina,"Santa Fe",Rosario,82.00,0.00,5,0.00,7.47
577,MX-2011-105025,2011-12-24,2011-12-31,"Standard Class",Low,GA-147253,"Guy Armstrong",Consumer,OFF-FA-10001237,"Stockwell Push Pins, Bulk Pack","Office Supplies",Fasteners,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",11.00,0.74,2,0.00,1.35
576,MX-2011-105025,2011-12-24,2011-12-31,"Standard Class",Low,GA-147253,"Guy Armstrong",Consumer,OFF-FA-10001684,"Accos Staples, Bulk Pack","Office Supplies",Fasteners,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",9.00,-0.44,2,0.00,0.60
579,US-2014-148796,2014-04-02,2014-04-09,"Standard Class",Low,KM-167203,"Kunst Miller",Consumer,OFF-ST-10000836,"Tenex Trays, Blue","Office Supplies",Storage,LATAM,South,Argentina,Catamarca,"San Fernando del Valle de Catamarca",43.00,-22.43,2,0.00,2.97
578,US-2014-148796,2014-04-02,2014-04-09,"Standard Class",Low,KM-167203,"Kunst Miller",Consumer,OFF-BI-10000963,"Acco Index Tab, Clear","Office Supplies",Binders,LATAM,South,Argentina,Catamarca,"San Fernando del Valle de Catamarca",3.00,-4.93,2,1.00,0.60
580,US-2011-132367,2011-09-08,2011-09-12,"Standard Class",High,SV-208153,"Stuart Van",Corporate,TEC-PH-10001427,"Motorola Headset, Full Size",Technology,Phones,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",65.00,-16.22,2,0.00,10.39
581,US-2011-108259,2011-09-12,2011-09-16,"Standard Class",High,SC-200503,"Sample Company A","Home Office",FUR-BO-10000038,"Bush Library with Doors, Pine",Furniture,Bookcases,LATAM,South,Argentina,"Provincia de Buenos Aires","La Plata",731.00,-463.26,5,0.00,135.21
582,US-2011-152856,2011-11-05,2011-11-10,"Standard Class",High,TC-215353,"Tracy Collins","Home Office",TEC-PH-10000788,"Cisco Office Telephone, Full Size",Technology,Phones,LATAM,South,Argentina,Córdoba,Córdoba,65.00,-1.12,2,0.00,6.28
583,US-2011-104899,2011-12-14,2011-12-18,"Standard Class",High,KN-167053,"Kristina Nunn","Home Office",TEC-AC-10003081,"Memorex Mouse, USB",Technology,Accessories,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",45.00,-25.79,4,0.00,4.27
584,US-2013-125948,2013-06-10,2013-06-15,"Standard Class",High,VG-217903,"Vivek Gonzalez",Consumer,FUR-CH-10002780,"Office Star Executive Leather Armchair, Black",Furniture,Chairs,LATAM,South,Argentina,"San Luis","San Luis",1683.00,-813.49,9,0.00,219.84
585,US-2013-119305,2013-06-11,2013-06-16,"Standard Class",High,MH-177853,"Maya Herman",Corporate,TEC-CO-10003931,"Hewlett Fax Machine, High-Speed",Technology,Copiers,LATAM,South,Argentina,Córdoba,Córdoba,634.00,-426.28,5,0.00,87.69
586,US-2013-139724,2013-08-02,2013-08-06,"Standard Class",High,LS-172453,"Lynn Smith",Consumer,FUR-BO-10002383,"Sauder Floating Shelf Set, Pine",Furniture,Bookcases,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",235.00,-27.44,3,0.00,34.05
587,US-2013-102505,2013-08-15,2013-08-19,"Standard Class",High,KB-162403,"Karen Bern",Corporate,FUR-CH-10003621,"Harbour Creations Chairmat, Adjustable",Furniture,Chairs,LATAM,South,Argentina,"Santiago del Estero","Santiago del Estero",209.00,-59.11,7,0.00,20.44
617,MX-2013-135377,2013-10-03,2013-10-08,"Standard Class",High,EM-141403,"Eugene Moren","Home Office",OFF-LA-10001701,"Novimex File Folder Labels, Adjustable","Office Supplies",Labels,LATAM,South,Argentina,Corrientes,Esquina,7.00,0.00,3,0.00,0.96
616,MX-2013-135377,2013-10-03,2013-10-08,"Standard Class",High,EM-141403,"Eugene Moren","Home Office",OFF-EN-10003507,"Kraft Business Envelopes, Recycled","Office Supplies",Envelopes,LATAM,South,Argentina,Corrientes,Esquina,38.00,-20.82,5,0.00,4.41
615,MX-2013-135377,2013-10-03,2013-10-08,"Standard Class",High,EM-141403,"Eugene Moren","Home Office",OFF-AP-10000261,"Cuisinart Toaster, Silver","Office Supplies",Appliances,LATAM,South,Argentina,Corrientes,Esquina,22.00,-5.08,1,0.00,2.66
604,MX-2013-135377,2013-10-03,2013-10-08,"Standard Class",High,EM-141403,"Eugene Moren","Home Office",OFF-BI-10000925,"Avery Hole Reinforcements, Economy","Office Supplies",Binders,LATAM,South,Argentina,Corrientes,Esquina,4.00,-5.89,5,1.00,0.41
589,MX-2013-135377,2013-10-03,2013-10-08,"Standard Class",High,EM-141403,"Eugene Moren","Home Office",TEC-CO-10004081,"HP Personal Copier, High-Speed",Technology,Copiers,LATAM,South,Argentina,Corrientes,Esquina,293.00,-177.40,6,0.00,34.32
588,MX-2013-135377,2013-10-03,2013-10-08,"Standard Class",High,EM-141403,"Eugene Moren","Home Office",FUR-BO-10002981,"Bush Floating Shelf Set, Metal",Furniture,Bookcases,LATAM,South,Argentina,Corrientes,Esquina,205.00,-30.74,3,0.00,30.13
590,MX-2013-145569,2013-11-04,2013-11-08,"Standard Class",High,BS-113803,"Bill Stewart",Corporate,FUR-BO-10004423,"Ikea Corner Shelving, Pine",Furniture,Bookcases,LATAM,South,Argentina,"Provincia de Buenos Aires","La Plata",100.00,13.25,2,0.00,8.91
404,US-2013-146801,2013-11-22,2013-11-26,"Standard Class",High,AG-102703,"Alejandro Grove",Consumer,TEC-CO-10004831,"Brother Copy Machine, High-Speed",Technology,Copiers,LATAM,South,Argentina,"San Juan","San Juan",418.00,-148.29,4,0.00,59.34
18273,MX-2014-131814,2014-06-06,2014-06-10,"Standard Class",High,DL-128653,"Dan Lawera",Consumer,OFF-ST-10001440,"Eldon Shelving, Blue","Office Supplies",Storage,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",77.00,8.99,4,0.00,10.06
400,MX-2014-131814,2014-06-06,2014-06-10,"Standard Class",High,DL-128653,"Dan Lawera",Consumer,TEC-CO-10003160,"Brother Wireless Fax, Laser",Technology,Copiers,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",755.00,-419.31,5,0.00,77.33
18284,US-2014-154095,2014-07-19,2014-07-23,"Standard Class",High,SS-208753,"Sung Shariari",Consumer,OFF-PA-10002011,"SanDisk Parchment Paper, Premium","Office Supplies",Paper,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",20.00,-7.07,3,0.00,2.62
605,US-2014-154095,2014-07-19,2014-07-23,"Standard Class",High,SS-208753,"Sung Shariari",Consumer,OFF-BI-10000930,"Avery Hole Reinforcements, Clear","Office Supplies",Binders,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",9.00,-17.45,11,1.00,1.17
591,US-2014-154095,2014-07-19,2014-07-23,"Standard Class",High,SS-208753,"Sung Shariari",Consumer,TEC-CO-10004306,"HP Copy Machine, Color",Technology,Copiers,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",289.00,-102.62,3,0.00,23.08
1451,US-2014-162341,2014-09-25,2014-09-29,"Standard Class",High,BO-114253,"Bobby Odegard",Consumer,OFF-EN-10003607,"Cameo Business Envelopes, Recycled","Office Supplies",Envelopes,LATAM,South,Argentina,"Provincia de Buenos Aires","San Nicolás de los Arroyos",93.00,-46.56,12,0.00,10.96
592,US-2014-162341,2014-09-25,2014-09-29,"Standard Class",High,BO-114253,"Bobby Odegard",Consumer,TEC-CO-10003370,"HP Ink, Color",Technology,Copiers,LATAM,South,Argentina,"Provincia de Buenos Aires","San Nicolás de los Arroyos",104.00,-21.20,2,0.00,7.40
44019,US-2014-147501,2014-10-07,2014-10-11,"Standard Class",High,KL-165553,"Kelly Lampkin",Corporate,OFF-AP-10002317,"Hamilton Beach Refrigerator, Silver","Office Supplies",Appliances,LATAM,South,Argentina,Córdoba,Córdoba,1002.00,50.06,5,0.00,130.68
41223,US-2014-147501,2014-10-07,2014-10-11,"Standard Class",High,KL-165553,"Kelly Lampkin",Corporate,OFF-AR-10004818,"Boston Markers, Easy-Erase","Office Supplies",Art,LATAM,South,Argentina,Córdoba,Córdoba,32.00,-13.87,3,0.00,4.52
37356,US-2014-147501,2014-10-07,2014-10-11,"Standard Class",High,KL-165553,"Kelly Lampkin",Corporate,OFF-PA-10001972,"Eaton Message Books, Premium","Office Supplies",Paper,LATAM,South,Argentina,Córdoba,Córdoba,41.00,-8.24,5,0.00,4.87
596,US-2014-147501,2014-10-07,2014-10-11,"Standard Class",High,KL-165553,"Kelly Lampkin",Corporate,TEC-PH-10003361,"Samsung Signal Booster, with Caller ID",Technology,Phones,LATAM,South,Argentina,Córdoba,Córdoba,55.00,5.46,1,0.00,9.54
595,US-2014-147501,2014-10-07,2014-10-11,"Standard Class",High,KL-165553,"Kelly Lampkin",Corporate,TEC-MA-10002080,"Epson Printer, Durable",Technology,Machines,LATAM,South,Argentina,Córdoba,Córdoba,210.00,-59.57,2,0.00,22.47
594,US-2014-147501,2014-10-07,2014-10-11,"Standard Class",High,KL-165553,"Kelly Lampkin",Corporate,FUR-CH-10002542,"Office Star Steel Folding Chair, Set of Two",Furniture,Chairs,LATAM,South,Argentina,Córdoba,Córdoba,113.00,-48.89,3,0.00,23.26
593,US-2014-147501,2014-10-07,2014-10-11,"Standard Class",High,KL-165553,"Kelly Lampkin",Corporate,FUR-CH-10001130,"Harbour Creations Swivel Stool, Set of Two",Furniture,Chairs,LATAM,South,Argentina,Córdoba,Córdoba,146.00,-65.66,2,0.00,22.11
598,MX-2014-169887,2014-11-25,2014-11-30,"Standard Class",High,AC-106153,"Ann Chong",Corporate,FUR-FU-10004427,"Advantus Stacking Tray, Erganomic",Furniture,Furnishings,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",9.00,0.46,1,0.00,0.63
597,MX-2014-169887,2014-11-25,2014-11-30,"Standard Class",High,AC-106153,"Ann Chong",Corporate,FUR-BO-10001969,"Sauder 3-Shelf Cabinet, Pine",Furniture,Bookcases,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",269.00,-174.75,4,0.00,34.72
15052,US-2014-129546,2014-12-15,2014-12-19,"Standard Class",High,SG-208903,"Susan Gilcrest",Corporate,OFF-ST-10000880,"Rogers Box, Blue","Office Supplies",Storage,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",19.00,-0.02,2,0.00,1.30
600,US-2014-129546,2014-12-15,2014-12-19,"Standard Class",High,SG-208903,"Susan Gilcrest",Corporate,FUR-TA-10000750,"Hon Round Table, Fully Assembled",Furniture,Tables,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",414.00,-551.94,4,1.00,74.40
599,US-2014-129546,2014-12-15,2014-12-19,"Standard Class",High,SG-208903,"Susan Gilcrest",Corporate,FUR-CH-10002093,"Harbour Creations Rocking Chair, Adjustable",Furniture,Chairs,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",179.00,-12.02,3,0.00,41.14
601,US-2012-153983,2012-04-17,2012-04-22,"Standard Class",High,FP-143203,"Frank Preis",Consumer,OFF-BI-10003009,"Ibico 3-Hole Punch, Clear","Office Supplies",Binders,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",24.00,-39.91,4,1.00,2.14
610,US-2012-144519,2012-11-27,2012-12-01,"Standard Class",High,DR-129403,"Daniel Raglin","Home Office",OFF-AR-10004818,"Boston Markers, Easy-Erase","Office Supplies",Art,LATAM,South,Argentina,Chubut,"Comodoro Rivadavia",32.00,-13.87,3,0.00,3.87
602,US-2012-144519,2012-11-27,2012-12-01,"Standard Class",High,DR-129403,"Daniel Raglin","Home Office",OFF-BI-10000325,"Wilson Jones Binder Covers, Recycled","Office Supplies",Binders,LATAM,South,Argentina,Chubut,"Comodoro Rivadavia",16.00,-34.51,7,1.00,2.75
613,US-2013-140494,2013-08-02,2013-08-06,"Standard Class",High,RP-192703,"Rachel Payne",Corporate,OFF-PA-10000540,"Enermax Note Cards, Multicolor","Office Supplies",Paper,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",65.00,-17.42,5,0.00,9.84
612,US-2013-140494,2013-08-02,2013-08-06,"Standard Class",High,RP-192703,"Rachel Payne",Corporate,OFF-AR-10004132,"Boston Pens, Blue","Office Supplies",Art,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",17.00,-2.32,3,0.00,1.38
603,US-2013-140494,2013-08-02,2013-08-06,"Standard Class",High,RP-192703,"Rachel Payne",Corporate,OFF-BI-10001167,"Wilson Jones Binder, Clear","Office Supplies",Binders,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",2.00,-3.92,1,1.00,0.36
606,MX-2011-143308,2011-03-28,2011-04-01,"Standard Class",High,AF-108853,"Art Foster",Consumer,OFF-LA-10001778,"Smead Color Coded Labels, 5000 Label Set","Office Supplies",Labels,LATAM,South,Argentina,Salta,Salta,16.00,2.69,3,0.00,1.39
607,MX-2012-138597,2012-06-08,2012-06-12,"Standard Class",High,CS-118453,"Cari Sayre",Corporate,OFF-PA-10002237,"Enermax Memo Slips, 8.5 x 11","Office Supplies",Paper,LATAM,South,Argentina,"Entre Ríos","Concepción del Uruguay",24.00,3.12,3,0.00,6.01
609,US-2012-151428,2012-09-15,2012-09-20,"Standard Class",High,HF-149953,"Herbert Flentye",Consumer,OFF-PA-10003573,"Enermax Parchment Paper, 8.5 x 11","Office Supplies",Paper,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",31.00,-6.27,4,0.00,3.47
608,US-2012-151428,2012-09-15,2012-09-20,"Standard Class",High,HF-149953,"Herbert Flentye",Consumer,OFF-EN-10002226,"Jiffy Clasp Envelope, Recycled","Office Supplies",Envelopes,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",12.00,-6.45,4,0.00,1.75
611,US-2013-103226,2013-02-13,2013-02-17,"Standard Class",High,LH-169003,"Lena Hernandez",Consumer,OFF-EN-10003577,"GlobeWeis Manila Envelope, with clear poly window","Office Supplies",Envelopes,LATAM,South,Argentina,Salta,Salta,87.00,-46.26,7,0.00,10.24
614,MX-2013-155495,2013-09-11,2013-09-15,"Standard Class",High,JS-160303,"Joy Smith",Consumer,OFF-AR-10004920,"Boston Canvas, Water Color","Office Supplies",Art,LATAM,South,Argentina,"Santa Fe","Santa Fe",114.00,9.44,5,0.00,15.91
618,US-2013-154676,2013-12-12,2013-12-17,"Standard Class",High,CJ-120103,"Caroline Jumper",Consumer,OFF-PA-10000591,"Green Bar Cards & Envelopes, Multicolor","Office Supplies",Paper,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",120.00,-51.84,6,0.00,18.37
48222,MX-2014-167465,2014-10-16,2014-10-20,"Standard Class",High,AB-100603,"Adam Bellavance","Home Office",OFF-SU-10004904,"Fiskars Scissors, Serrated","Office Supplies",Supplies,LATAM,South,Argentina,"Santa Fe","Santa Fe",64.00,-20.13,8,0.00,8.03
9887,MX-2014-167465,2014-10-16,2014-10-20,"Standard Class",High,AB-100603,"Adam Bellavance","Home Office",OFF-LA-10000203,"Hon Round Labels, Laser Printer Compatible","Office Supplies",Labels,LATAM,South,Argentina,"Santa Fe","Santa Fe",13.00,0.42,5,0.00,2.54
26158,US-2013-129784,2013-11-27,2013-12-03,"Standard Class",Medium,RH-195103,"Rick Huthwaite","Home Office",OFF-ST-10003426,"Tenex Box, Wire Frame","Office Supplies",Storage,LATAM,South,Argentina,"Provincia de Buenos Aires","La Plata",19.00,-8.14,3,0.00,0.88
47228,US-2014-142832,2014-06-06,2014-06-10,"Standard Class",Medium,MG-176803,"Maureen Gastineau","Home Office",TEC-PH-10003945,"Nokia Audio Dock, VoIP",Technology,Phones,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",67.00,-43.39,1,0.00,2.35
37352,US-2014-142832,2014-06-06,2014-06-10,"Standard Class",Medium,MG-176803,"Maureen Gastineau","Home Office",OFF-PA-10001708,"Green Bar Note Cards, Premium","Office Supplies",Paper,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",62.00,-19.80,5,0.00,5.88
34692,US-2014-142832,2014-06-06,2014-06-10,"Standard Class",Medium,MG-176803,"Maureen Gastineau","Home Office",OFF-ST-10000505,"Fellowes File Cart, Blue","Office Supplies",Storage,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",110.00,-47.63,2,0.00,10.02
30796,US-2011-122651,2011-06-22,2011-06-28,"Standard Class",Medium,CK-123253,"Christine Kargatis","Home Office",FUR-TA-10002088,"Barricks Coffee Table, Adjustable Height",Furniture,Tables,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",182.00,-267.31,3,1.00,18.54
30792,US-2011-122651,2011-06-22,2011-06-28,"Standard Class",Medium,CK-123253,"Christine Kargatis","Home Office",OFF-BI-10001199,"Acco Index Tab, Durable","Office Supplies",Binders,LATAM,South,Argentina,"Buenos Aires","Buenos Aires",2.00,-2.87,1,1.00,0.08
7403,US-2013-135965,2013-09-05,2013-09-11,"Standard Class",Medium,RH-195103,"Rick Huthwaite","Home Office",OFF-BI-10003870,"Wilson Jones Binder Covers, Economy","Office Supplies",Binders,LATAM,South,Argentina,Salta,Tartagal,7.00,-14.59,3,1.00,0.32
21423,US-2014-158813,2014-11-24,2014-11-28,"Standard Class",Medium,DB-129103,"Daniel Byrd","Home Office",FUR-TA-10001602,"Barricks Round Table, Adjustable Height",Furniture,Tables,LATAM,South,Argentina,Córdoba,Córdoba,403.00,-725.36,4,1.00,25.20
12025,US-2014-158813,2014-11-24,2014-11-28,"Standard Class",Medium,DB-129103,"Daniel Byrd","Home Office",OFF-BI-10004145,"Wilson Jones Hole Reinforcements, Economy","Office Supplies",Binders,LATAM,South,Argentina,Córdoba,Córdoba,4.00,-3.58,4,1.00,0.24
48223,US-2011-162299,2011-11-07,2011-11-12,"Standard Class",Medium,BC-111253,"Becky Castell","Home Office",OFF-AR-10002677,"BIC Pencil Sharpener, Easy-Erase","Office Supplies",Art,LATAM,South,Argentina,Mendoza,Mendoza,35.00,-6.44,3,0.00,1.22
25463,US-2011-162299,2011-11-07,2011-11-12,"Standard Class",Medium,BC-111253,"Becky Castell","Home Office",FUR-CH-10003107,"Office Star Swivel Stool, Red",Furniture,Chairs,LATAM,South,Argentina,Mendoza,Mendoza,417.00,-83.54,6,0.00,12.53
23095,US-2011-162299,2011-11-07,2011-11-12,"Standard Class",Medium,BC-111253,"Becky Castell","Home Office",FUR-FU-10004338,"Tenex Light Bulb, Black",Furniture,Furnishings,LATAM,South,Argentina,Mendoza,Mendoza,76.00,-7.68,10,0.00,6.39
20004,US-2011-162299,2011-11-07,2011-11-12,"Standard Class",Medium,BC-111253,"Becky Castell","Home Office",FUR-FU-10002104,"Advantus Photo Frame, Black",Furniture,Furnishings,LATAM,South,Argentina,Mendoza,Mendoza,42.00,-2.14,2,0.00,2.92
6687,US-2011-162299,2011-11-07,2011-11-12,"Standard Class",Medium,BC-111253,"Becky Castell","Home Office",OFF-EN-10000025,"Cameo Interoffice Envelope, Recycled","Office Supplies",Envelopes,LATAM,South,Argentina,Mendoza,Mendoza,111.00,-5.57,6,0.00,8.52
6676,US-2011-162299,2011-11-07,2011-11-12,"Standard Class",Medium,BC-111253,"Becky Castell","Home Office",TEC-AC-10002219,"SanDisk Memory Card, Programmable",Technology,Accessories,LATAM,South,Argentina,Mendoza,Mendoza,228.00,22.72,5,0.00,10.91
48226,US-2012-142216,2012-04-24,2012-04-30,"Standard Class",Medium,AD-101803,"Alan Dominguez","Home Office",FUR-FU-10004598,"Deflect-O Stacking Tray, Durable",Furniture,Furnishings,LATAM,South,Argentina,"Santa Fe","San Justo",51.00,-32.92,5,0.00,3.93
45093,US-2012-142216,2012-04-24,2012-04-30,"Standard Class",Medium,AD-101803,"Alan Dominguez","Home Office",OFF-EN-10004525,"GlobeWeis Peel and Seal, Security-Tint","Office Supplies",Envelopes,LATAM,South,Argentina,"Santa Fe","San Justo",38.00,-5.14,4,0.00,2.41
